"Time","Total Calls","Total Calls [Min. Call Length]","Connected Calls","Calls Not Connected","Calls Not Connected (Length Limit Reached)","Calls Not Connected (Contact Hung Up)","Calls Not Connected (Caller Hangup Within 5 Seconds)","Calls Not Connected (Caller Hangup Within 10 Seconds)","Calls Not Connected (Caller Hangup Within 20 Seconds)","Availability (%)","TOTAL CALLS INCLUDING HANGUPS (M)","Avg Call Length (s)","Longest Wait Time (s)","Avg Wait Time (s)","Avg Answer Time (s)","Avg Wrap Up Time (s)","Max. Queue Length","Avg Talk Time (s)"
"2024-12-30 15:00","25","25","20","5","0","5","1","2","2","80","404.6","971","1175","801.7","942.91","20.32","12","211.66"
"2024-12-30 15:30","15","15","11","4","0","4","0","1","1","73.33","159.1","636","1136","490.73","605.75","19.12","11","198.73"
"2024-12-30 16:00","14","14","11","3","0","3","0","0","0","78.57","113","484","730","339.6","383.11","15.62","7","184.41"
"2024-12-30 16:30","13","13","13","0","0","0","0","0","0","100","72.4","334","322","104.51","104.51","18.67","3","229.59"
"2024-12-30 17:00","13","13","10","3","0","3","0","0","0","76.92","88.4","408","430","233.33","217.04","20.01","4","226.83"
"2024-12-30 17:30","6","6","5","1","0","1","0","0","0","83.33","11.3","113","320","56.49","3.84","20.02","3","67.78"
"2024-12-30 18:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2024-12-31 08:00","89","89","69","20","17","3","0","1","1","77.53","414.3","279","541","213.28","269.83","17.04","20","85.11"
"2024-12-31 08:30","24","24","22","2","0","2","2","2","2","91.67","33.2","83","37","6.99","7.49","20.17","1","82.86"
"2024-12-31 09:00","19","19","19","0","0","0","0","0","0","100","60.1","190","158","14.68","14.68","20.02","1","175.16"
"2024-12-31 09:30","22","22","20","2","0","2","0","0","0","90.91","71","194","167","34.03","27.5","19.39","2","175.42"
"2024-12-31 10:00","18","18","18","0","0","0","0","0","0","100","43","143","220","57.9","57.9","20.02","5","85.21"
"2024-12-31 10:30","15","15","14","1","0","1","0","0","1","93.33","23.2","93","18","6.07","5.21","20.04","2","92.84"
"2024-12-31 11:00","15","15","14","1","0","1","0","0","0","93.33","35.7","143","98","31.35","26.56","20.03","2","119.17"
"2024-12-31 11:30","18","18","16","2","0","2","0","0","1","88.89","56.8","189","151","27.39","23.79","20.01","2","182.05"
"2024-12-31 12:00","11","11","11","0","0","0","0","0","0","100","49.6","271","182","45.48","45.48","20.02","3","225.09"
"2024-12-31 12:30","12","12","12","0","0","0","0","0","0","100","30.3","152","88","20.53","20.53","20.02","2","131.09"
"2024-12-31 13:00","15","15","14","1","0","1","0","0","1","93.33","77","308","167","76.13","80.24","20.02","4","248.54"
"2024-12-31 13:30","12","12","12","0","0","0","0","0","0","100","43.2","216","76","30.76","30.76","20.5","3","185.2"
"2024-12-31 14:00","17","17","17","0","0","0","0","0","0","100","79.7","281","78","14.42","14.42","20.02","2","266.71"
"2024-12-31 14:30","12","12","11","1","0","1","0","0","0","91.67","41.4","207","248","42.2","23.52","20.01","2","179.66"
"2024-12-31 15:00","6","6","6","0","0","0","0","0","0","100","12.9","129","9","4.84","4.84","20.02","1","124.13"
"2024-12-31 15:30","10","10","10","0","0","0","0","0","0","100","43.6","261","52","9.55","9.55","20.02","2","251.8"
"2024-12-31 16:00","2","2","2","0","0","0","0","0","0","100","9.4","282","25","18.24","18.24","20.01","1","263.34"
"2024-12-31 16:30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2024-12-31 17:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2024-12-31 17:30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2024-12-31 18:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025-01-01 08:00","2","2","0","2","0","2","0","0","0","0","125.7","3771","6871","3770.65","0","0","2","0"
"2025-01-01 08:30","1","1","0","1","0","1","0","0","0","0","19.4","1164","1164","1163.63","0","0","2","0"
"2025-01-01 09:00","1","1","0","1","0","1","0","0","0","0","8.5","508","508","507.81","0","0","2","0"
"2025-01-01 09:30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025-01-01 10:00","6","6","0","6","0","6","0","0","0","0","163.9","1639","6825","1639.21","0","0","2","0"
"2025-01-01 10:30","2","2","0","2","0","2","0","0","0","0","73.9","2216","3000","2216.03","0","0","3","0"
"2025-01-01 11:00","1","1","0","1","0","1","0","0","0","0","25.2","1514","1514","1514.45","0","0","3","0"
"2025-01-01 11:30","5","5","0","5","0","4","0","0","0","0","285.7","3428","7200","3428.42","0","0","6","0"
"2025-01-01 12:00","1","1","0","1","0","1","0","0","0","0","5.8","347","347","347.13","0","0","3","0"
"2025-01-01 12:30","2","2","0","2","0","2","0","0","0","0","73.6","2209","2670","2209.35","0","0","4","0"
"2025-01-01 13:00","1","1","0","1","0","1","0","0","0","0","8","483","483","482.75","0","0","5","0"
"2025-01-01 13:30","3","3","0","3","0","3","1","1","1","0","74.3","1486","2937","1486.12","0","0","2","0"
"2025-01-01 14:00","2","2","0","2","0","2","1","1","1","0","1.4","41","78","40.74","0","0","2","0"
"2025-01-01 14:30","2","2","0","2","0","2","0","0","0","0","146.7","4400","6411","4399.9","0","0","2","0"
"2025-01-01 15:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025-01-01 15:30","2","2","0","2","0","2","1","1","1","0","1.3","39","74","38.59","0","0","2","0"
"2025-01-01 16:00","1","1","0","1","0","1","0","0","0","0","2.1","126","126","126.04","0","0","2","0"
"2025-01-01 16:30","1","1","0","1","0","1","0","1","1","0","0.1","8","8","7.74","0","0","2","0"
"2025-01-01 17:00","1","1","0","1","0","1","0","0","0","0","16.5","992","991","991.49","0","0","1","0"
"2025-01-01 17:30","1","1","0","1","0","1","0","0","0","0","0.7","42","42","42.08","0","0","1","0"
"2025-01-01 18:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025-01-02 08:00","159","159","53","106","100","5","2","2","3","33.33","697.8","263","990","229.16","672.06","18.78","20","101.86"
"2025-01-02 08:30","31","31","30","1","0","1","0","0","1","96.77","210.8","408","567","301.05","310.52","16.25","18","110.59"
"2025-01-02 09:00","30","30","27","3","0","3","1","1","1","90","158.3","317","394","207.8","224.92","20.33","9","120.84"
"2025-01-02 09:30","33","33","32","1","0","1","1","1","1","96.97","249.2","453","610","340.04","350.62","16.74","11","116.58"
"2025-01-02 10:00","23","23","22","1","0","1","0","0","1","95.65","170.8","446","606","286.33","298.68","17.41","7","166.54"
"2025-01-02 10:30","32","32","27","5","0","5","1","2","2","84.38","311.5","584","984","477.15","546.53","16.53","10","126.76"
"2025-01-02 11:00","28","28","23","5","0","5","0","0","1","82.14","344.3","738","935","590.55","700.18","18.41","13","179.1"
"2025-01-02 11:30","20","20","19","1","0","1","0","0","0","95","304.4","913","1157","659.5","691.86","18.54","13","267.02"
"2025-01-02 12:00","23","23","14","9","0","9","0","2","4","60.87","315.4","823","1194","672.59","1019.01","20.03","12","246.56"
"2025-01-02 12:30","26","26","16","10","0","10","0","0","0","61.54","435.2","1004","1865","878.73","1095.1","18.46","13","204.04"
"2025-01-02 13:00","20","20","14","6","0","6","1","2","2","70","511.2","1534","2107","1406.96","1916.98","16.73","18","180.92"
"2025-01-02 13:30","16","16","10","6","0","6","1","3","3","62.5","217.2","815","1505","660.93","959.5","20.02","17","245.82"
"2025-01-02 14:00","24","24","17","7","0","7","0","1","1","70.83","350.6","876","1120","681.03","848.75","19.18","12","275.85"
"2025-01-02 14:30","16","16","14","2","0","2","0","0","0","87.5","256.8","963","1045","757.82","850.46","19.08","9","234.62"
"2025-01-02 15:00","16","16","11","5","0","5","1","1","1","68.75","206.3","773","1295","655.81","889.12","19.14","10","170.91"
"2025-01-02 15:30","18","18","16","2","0","2","0","1","1","88.89","92.9","310","692","200.94","223.32","15.34","8","122.17"
"2025-01-02 16:00","20","20","17","3","0","3","0","0","0","85","240.1","720","941","505.93","561.44","16.2","8","252.33"
"2025-01-02 16:30","12","12","10","2","0","2","0","0","0","83.33","106.8","534","674","347.3","374.83","18.95","7","223.95"
"2025-01-02 17:00","20","20","18","2","0","2","0","0","0","90","120.8","362","415","155.16","166.92","19.66","4","230.35"
"2025-01-02 17:30","5","5","5","0","0","0","0","0","0","100","28.8","345","455","136.61","136.61","20.02","2","208.62"
"2025-01-02 18:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025-01-03 08:00","191","191","80","111","107","4","0","0","0","41.88","814.7","256","814","209.07","491.8","18.11","20","111.89"
"2025-01-03 08:30","28","28","22","6","5","1","0","0","1","78.57","199.2","427","803","269.33","342.04","18.56","20","200.43"
"2025-01-03 09:00","30","30","25","5","0","5","0","2","2","83.33","263.9","528","932","382.3","435.68","20.03","9","174.62"
"2025-01-03 09:30","29","29","21","8","0","8","3","3","3","72.41","321.5","665","1048","521.32","665.94","20.99","11","198.5"
"2025-01-03 10:00","24","24","20","4","0","4","0","2","2","83.33","515.5","1289","1689","1113.96","1270.84","18.7","16","209.77"
"2025-01-03 10:30","44","44","25","19","6","13","5","6","11","56.82","569.7","777","1405","662.6","1159.41","18.44","20","200.88"
"2025-01-03 11:00","27","27","22","5","0","5","1","3","4","81.48","455.4","1012","1252","790.15","965.22","19.44","20","272.16"
"2025-01-03 11:30","35","35","23","12","0","12","3","3","3","65.71","570.4","978","1490","822.24","1128.32","20.03","18","236.65"
"2025-01-03 12:00","21","21","12","9","0","9","2","4","4","57.14","290.5","830","1527","704.74","1048.93","17.61","18","218.75"
"2025-01-03 12:30","18","18","16","2","0","2","0","0","0","88.89","104.2","347","492","252.25","268.68","18.92","9","106.97"
"2025-01-03 13:00","17","17","16","1","0","1","0","0","0","94.12","111.1","392","542","118.36","123.09","20.03","3","290.87"
"2025-01-03 13:30","15","15","12","3","0","3","1","1","1","80","148.7","595","669","383.5","458.96","20.02","8","263.91"
"2025-01-03 14:00","33","33","30","3","0","3","0","0","0","90.91","422","767","1013","544.77","582.63","17.34","15","244.62"
"2025-01-03 14:30","19","19","14","5","0","5","1","1","1","73.68","154.8","489","861","368","457.7","15.03","16","163.85"
"2025-01-03 15:00","16","16","15","1","0","1","0","0","0","93.75","115.2","432","526","250.02","262.4","20.04","5","193.87"
"2025-01-03 15:30","25","25","25","0","0","0","0","0","0","100","232.6","558","903","376.27","376.27","16.37","7","181.89"
"2025-01-03 16:00","16","16","14","2","0","2","0","0","1","87.5","225.6","846","1007","666.03","724.62","18.77","9","205.53"
"2025-01-03 16:30","8","8","6","2","0","2","0","0","0","75","65.7","492","870","378.39","473.68","20.01","7","152.03"
"2025-01-03 17:00","8","8","8","0","0","0","0","0","0","100","25.2","189","49","11.91","11.91","20.01","1","177.16"
"2025-01-03 17:30","4","4","4","0","0","0","0","0","0","100","9.2","139","13","6.47","6.47","20.02","1","132.21"
"2025-01-03 18:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Total","2296","2296","1473","823","520","298","43","81","108","64.15","22057.8","576.4","7200","469.56","655.71","18.2","20","166.46"
