"Time","Total Calls","Total Calls [Min. Call Length]","Connected Calls","Calls Not Connected","Calls Not Connected (Length Limit Reached)","Calls Not Connected (Contact Hung Up)","Calls Not Connected (Caller Hangup Within 5 Seconds)","Calls Not Connected (Caller Hangup Within 10 Seconds)","Calls Not Connected (Caller Hangup Within 20 Seconds)","Availability (%)","TOTAL CALLS INCLUDING HANGUPS (M)","Avg Call Length (s)","Longest Wait Time (s)","Avg Wait Time (s)","Avg Answer Time (s)","Avg Wrap Up Time (s)","Max. Queue Length","Avg Talk Time (s)"
"2024-12-09 16:30","26","26","17","9","0","9","2","3","4","65.38","497.6","1148","1887","1002.74","1411.59","20.31","20","222.37"
"2024-12-09 17:00","19","19","14","5","0","5","0","1","3","73.68","306","966","1428","819.77","1087.75","20.08","19","198.63"
"2024-12-09 17:30","9","9","8","1","0","1","0","0","1","88.89","46","306","771","166.86","185.54","21.27","8","156.91"
"2024-12-09 18:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2024-12-10 08:00","223","223","94","129","128","1","0","0","0","42.15","746.1","201","569","163.07","381.17","17.99","20","89.13"
"2024-12-10 08:30","54","54","41","13","5","8","1","2","5","75.93","523.6","582","737","486.86","634.84","17.72","20","124.89"
"2024-12-10 09:00","40","40","37","3","0","3","0","1","1","92.5","475.9","714","902","586.73","618.24","17.9","20","137.27"
"2024-12-10 09:30","39","39","29","10","0","10","2","4","5","74.36","311","478","703","359.15","452.79","18.13","13","160.2"
"2024-12-10 10:00","34","34","24","10","0","10","0","2","3","70.59","439.1","775","1406","622.56","823.19","20.78","17","215.6"
"2024-12-10 10:30","38","38","25","13","0","13","3","4","4","65.79","427.3","675","1132","582.7","790.77","19","17","139.56"
"2024-12-10 11:00","33","33","24","9","3","6","1","2","2","72.73","949.6","1727","3020","1594.14","2159.78","18.61","20","181.87"
"2024-12-10 11:30","28","28","11","17","16","1","0","0","0","39.29","403.3","864","2252","805.41","2048.03","20.11","20","149.74"
"2024-12-10 12:00","25","25","16","9","5","4","0","0","1","64","514.7","1235","1938","1118.2","1635.23","20.36","20","182.3"
"2024-12-10 12:30","32","32","21","11","4","7","1","2","2","65.63","627.2","1176","2236","1053.74","1592.98","17.01","20","186.13"
"2024-12-10 13:00","37","37","20","17","8","9","2","5","8","54.05","684.4","1110","2323","983.57","1754.57","21","20","233.44"
"2024-12-10 13:30","22","22","12","10","0","10","2","5","5","54.55","537.1","1465","2586","1368.45","2060.76","21.46","20","175.71"
"2024-12-10 14:00","26","26","15","11","7","4","1","1","2","57.69","592.4","1367","2739","1251.8","2164.22","19.51","20","199.76"
"2024-12-10 14:30","36","36","18","18","12","6","2","3","3","50","616.4","1027","2425","896.8","1775","19.58","20","260.83"
"2024-12-10 15:00","59","59","18","41","35","5","1","1","2","30.51","961.4","978","3166","899.44","2779.17","18.94","20","253.51"
"2024-12-10 15:30","30","30","11","19","15","4","0","1","2","36.67","446.6","893","3011","826.13","2043.89","20.85","20","182.64"
"2024-12-10 16:00","42","42","13","29","29","0","0","0","0","30.95","472","674","2204","570.94","1844.57","20.82","20","333.71"
"2024-12-10 16:30","19","19","15","4","1","3","1","1","2","78.95","479.7","1515","2104","1325.28","1664.97","19.55","20","239.81"
"2024-12-10 17:00","13","13","11","2","0","2","0","1","1","84.62","158.9","733","1068","578.31","663.43","20.02","18","183.19"
"2024-12-10 17:30","12","12","11","1","0","1","0","0","0","91.67","79.3","397","339","134.1","140.57","18.79","4","286.27"
"2024-12-10 18:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2024-12-11 08:00","229","229","75","154","152","2","1","1","1","32.75","768.3","201","754","163.16","497.28","17.78","20","116.41"
"2024-12-11 08:30","43","43","39","4","0","4","1","2","2","90.7","426.7","595","763","469.1","515.2","17.92","16","139.26"
"2024-12-11 09:00","32","32","28","4","0","4","0","1","2","87.5","355.4","666","768","434.67","476.04","20.1","12","264.56"
"2024-12-11 09:30","18","18","17","1","0","1","0","0","0","94.44","178.3","594","985","483.73","484.39","20.65","8","117.05"
"2024-12-11 10:00","33","33","28","5","0","5","0","1","2","84.85","242.9","442","608","268.53","296.28","18.83","8","203.81"
"2024-12-11 10:30","30","30","24","6","0","6","1","2","3","80","388.4","777","1317","557.43","673.2","20.65","11","273.9"
"2024-12-11 11:00","26","26","17","9","0","9","1","3","4","65.38","409.4","945","1533","776.51","1125.36","19.37","16","256.93"
"2024-12-11 11:30","22","22","18","4","0","4","0","0","1","81.82","323.6","883","1112","667.93","768.71","19.21","11","262.24"
"2024-12-11 12:00","23","23","17","6","0","6","0","0","1","73.91","300.1","783","1109","616.5","722.83","20.28","13","224.93"
"2024-12-11 12:30","16","16","9","7","0","7","1","1","1","56.25","160.3","601","713","411.38","586.48","20.11","6","337.18"
"2024-12-11 13:00","21","21","15","6","0","6","0","1","1","71.43","319.5","913","1854","725.81","926.4","18.34","12","261.86"
"2024-12-11 13:30","28","28","15","13","0","13","3","5","7","53.57","546.7","1171","2360","1091.3","1584.74","21.92","15","149.21"
"2024-12-11 14:00","34","34","20","14","6","8","3","3","3","58.82","782.3","1381","2610","1266.12","2032.82","15.73","19","194.44"
"2024-12-11 14:30","116","116","12","104","99","5","0","1","2","10.34","444.4","230","2662","214.45","2038.03","14.73","20","148.79"
"2024-12-11 15:00","112","112","19","93","88","4","0","1","3","16.96","758.7","406","2450","370.59","2056.94","15.48","20","210.02"
"2024-12-11 15:30","69","69","15","54","52","2","1","1","1","21.74","493","429","1938","394.24","1811.55","16.48","20","158.33"
"2024-12-11 16:00","40","40","19","21","14","7","3","5","6","47.5","482.4","724","1944","637.76","1338.49","14.49","20","180.64"
"2024-12-11 16:30","18","18","8","10","0","10","0","2","4","44.44","192.3","641","1691","559.38","1130.74","22.52","13","183.37"
"2024-12-11 17:00","20","20","16","4","0","4","0","1","1","80","153","459","653","343.65","407.25","14.51","6","144.34"
"2024-12-11 17:30","7","7","7","0","0","0","0","0","0","100","47.2","404","254","145.37","145.37","17.69","4","258.98"
"2024-12-11 18:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2024-12-12 08:00","192","192","67","125","121","4","1","1","2","34.9","816.1","255","1105","221.68","633.76","17.04","20","95.58"
"2024-12-12 08:30","21","21","19","2","0","2","0","1","1","90.48","208.3","595","973","486.38","513.5","14.61","18","120.06"
"2024-12-12 09:00","27","27","26","1","0","1","0","0","0","96.3","188.3","418","608","280.78","289.3","19.95","9","142.94"
"2024-12-12 09:30","30","30","26","4","0","4","0","1","1","86.67","431.7","863","1214","763.3","849.99","12.87","19","115.43"
"2024-12-12 10:00","31","31","21","10","0","10","2","4","4","67.74","489.2","947","1373","820.09","1074.48","15.51","19","187"
"2024-12-12 10:30","23","23","17","6","0","6","2","3","4","73.91","344","897","1551","801.08","1046.83","15.2","18","130.31"
"2024-12-12 11:00","30","30","23","7","0","7","1","2","3","76.67","318.3","637","1108","536.38","654.59","16.03","12","130.68"
"2024-12-12 11:30","12","12","10","2","0","2","0","0","0","83.33","183","915","1179","684.86","675.02","21.25","10","276.03"
"2024-12-12 12:00","30","30","23","7","0","7","0","0","0","76.67","298.7","597","774","465.52","562.42","18.51","12","171.89"
"2024-12-12 12:30","20","20","14","6","0","6","0","0","0","70","134","402","845","306.13","322.94","22.61","8","136.91"
"2024-12-12 13:00","19","19","14","5","0","5","0","2","2","73.68","243.1","768","1299","628.63","783.56","18.11","11","188.52"
"2024-12-12 13:30","18","18","14","4","0","4","0","1","2","77.78","160.1","534","875","376.68","452.75","20.02","6","201.88"
"2024-12-12 14:00","29","29","26","3","0","3","0","2","2","89.66","370.3","766","1398","570.4","634.85","15.95","12","218.35"
"2024-12-12 14:30","24","24","15","9","0","9","3","4","5","62.5","281.5","704","1350","611.86","941.42","16.69","15","147.12"
"2024-12-12 15:00","34","34","27","7","0","7","1","1","1","79.41","433.5","765","1081","597.11","702.49","19.59","13","211.39"
"2024-12-12 15:30","21","21","15","6","0","6","0","2","2","71.43","231.8","662","952","556.15","745.27","19.7","13","148.4"
"2024-12-12 16:00","18","18","16","2","0","2","1","2","2","88.89","171.9","573","780","428.74","481.5","20.64","7","162.09"
"2024-12-12 16:30","11","11","9","2","0","2","0","0","0","81.82","152.9","834","1083","612.92","562.8","16.65","7","270.05"
"2024-12-12 17:00","13","13","13","0","0","0","0","0","0","100","95.8","442","565","302.04","302.04","17.92","5","139.98"
"2024-12-12 17:30","8","8","7","1","0","1","0","0","0","87.5","61.9","464","431","244.78","273.28","20.01","3","251.04"
"2024-12-12 18:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2024-12-13 08:00","205","205","74","131","129","2","0","0","0","36.1","871.4","255","1088","203.35","551","19.39","20","143.22"
"2024-12-13 08:30","52","52","34","18","17","1","1","1","1","65.38","750.6","866","1553","720.55","1101.9","20.01","20","222.57"
"2024-12-13 09:00","28","28","23","5","0","5","1","1","2","82.14","494.1","1059","1484","890.87","1059.54","18.8","20","204.33"
"2024-12-13 09:30","19","19","16","3","0","3","0","0","0","84.21","179.2","566","623","367.13","373.2","19.36","13","236.03"
"2024-12-13 10:00","16","16","16","0","0","0","0","0","0","100","124.7","468","650","239.69","239.69","20.04","4","228"
"2024-12-13 10:30","26","26","24","2","0","2","0","1","1","92.31","255.3","589","831","358.28","385.69","20.86","9","250.11"
"2024-12-13 11:00","26","26","25","1","0","1","0","0","0","96.15","271.7","627","752","426.68","438.27","19.85","9","208.4"
"2024-12-13 11:30","19","19","15","4","0","4","0","0","0","78.95","155.4","491","660","262.02","263.57","19.93","9","289.71"
"2024-12-13 12:00","19","19","15","4","0","4","0","0","0","78.95","225.1","711","811","488.75","578.88","20.04","8","281.23"
"2024-12-13 12:30","19","19","14","5","0","5","0","0","2","73.68","290.2","916","1534","748.27","913.49","18.92","9","228.03"
"2024-12-13 13:00","14","14","8","6","0","6","0","1","1","57.14","287.2","1231","2168","1116.65","1698.94","18.34","11","199.56"
"2024-12-13 13:30","19","19","12","7","0","7","2","2","2","63.16","383.5","1211","1742","1049.85","1288.7","20.85","14","255.08"
"2024-12-13 14:00","36","36","23","13","7","5","1","1","1","63.89","650.2","1084","1649","943.05","1381.49","15.9","20","218.28"
"2024-12-13 14:30","32","32","21","11","0","11","4","4","5","65.63","436.5","818","1576","727.15","973.46","17.51","17","138.67"
"2024-12-13 15:00","25","25","16","9","0","9","0","6","6","64","339.7","815","1189","670.16","996.34","15.25","13","226.65"
"2024-12-13 15:30","17","17","9","8","0","8","0","2","2","52.94","270.8","956","1732","818.35","1445.44","15.87","14","259.43"
"2024-12-13 16:00","29","29","16","13","0","13","0","0","2","55.17","475","983","1915","853.15","1242.4","17.49","16","234.92"
"2024-12-13 16:30","18","18","10","8","0","8","2","4","4","55.56","246.4","821","1747","718.67","1232.83","18.59","12","184.78"
"2024-12-13 17:00","10","10","8","2","0","2","0","0","0","80","67.4","404","534","288.06","328.3","18.43","10","145.5"
"2024-12-13 17:30","4","4","4","0","0","0","0","0","0","100","34.5","518","178","123.14","123.14","14.63","2","394.47"
"2024-12-13 18:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Total","4368","4368","2075","2293","1787","502","71","152","205","47.5","42547.2","584.44","3166","499.59","996.81","18.6","20","178.36"
