"Time","Total Calls","Total Calls [Min. Call Length]","Connected Calls","Calls Not Connected","Calls Not Connected (Length Limit Reached)","Calls Not Connected (Contact Hung Up)","Calls Not Connected (Caller Hangup Within 5 Seconds)","Calls Not Connected (Caller Hangup Within 10 Seconds)","Calls Not Connected (Caller Hangup Within 20 Seconds)","Availability (%)","TOTAL CALLS INCLUDING HANGUPS (M)","Avg Call Length (s)","Longest Wait Time (s)","Avg Wait Time (s)","Avg Answer Time (s)","Avg Wrap Up Time (s)","Max. Queue Length","Avg Talk Time (s)"
"2024-12-03 09:00","48","48","26","22","18","4","2","2","2","54.17","666.5","833","1747","730.17","1341.55","18.43","20","190.09"
"2024-12-03 09:30","40","40","24","16","15","1","1","1","1","60","496.4","745","1603","656.21","1093.47","16.99","20","147.29"
"2024-12-03 10:00","38","38","27","11","1","10","6","7","9","71.05","827.9","1307","2664","1188.95","1669.67","15.18","20","166.36"
"2024-12-03 10:30","33","33","12","21","16","5","1","1","1","36.36","549.3","999","3135","941.81","2556.81","15.88","20","156.44"
"2024-12-03 11:00","42","42","16","26","22","4","2","3","3","38.1","576.9","824","2534","749","1960.92","18.62","20","197.13"
"2024-12-03 11:30","38","38","18","20","16","4","2","2","3","47.37","709.6","1120","2602","1062.64","2238.52","16.97","20","122"
"2024-12-03 12:00","54","54","14","40","30","10","3","4","4","25.93","403.6","448","2448","414.67","1441.2","22.56","20","130.32"
"2024-12-03 12:30","24","24","17","7","2","5","2","2","3","70.83","502.8","1257","1797","1119.78","1575.37","15.27","20","193.62"
"2024-12-03 13:00","31","31","16","15","0","15","4","5","5","51.61","410.3","794","2103","720.29","1182.05","16.01","15","143.07"
"2024-12-03 13:30","30","30","23","7","0","7","2","5","7","76.67","703.9","1408","2334","1248.56","1625.64","14.86","20","207.59"
"2024-12-03 14:00","39","39","17","22","16","6","1","1","2","43.59","558.1","859","2339","787.34","1691.96","16.65","20","163.41"
"2024-12-03 14:30","51","51","20","31","25","6","2","3","4","39.22","801.5","943","2857","859.84","2154.02","16.21","20","211.91"
"2024-12-03 15:00","26","26","14","12","1","11","4","6","8","53.85","551.8","1273","2605","1121.78","2071.41","20.07","20","281.42"
"2024-12-03 15:30","33","33","14","19","13","6","2","4","4","42.42","588.5","1070","2319","982.91","2181.9","17.54","20","205.38"
"2024-12-03 16:00","39","39","15","24","13","11","5","6","8","38.46","525.6","809","2146","727.53","1778.75","19.48","20","210.7"
"2024-12-03 16:30","20","20","13","7","1","6","1","2","2","65","344.6","1034","1445","894.03","1240.35","18.2","20","214.86"
"2024-12-03 17:00","15","15","11","4","0","4","1","1","1","73.33","191.9","767","1003","564.17","734.88","18.55","10","277.19"
"2024-12-03 17:30","7","7","7","0","0","0","0","0","0","100","26.6","228","102","25.31","25.31","21.45","1","202.35"
"2024-12-03 18:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2024-12-04 08:00","252","252","64","188","186","2","0","0","1","25.4","911.5","217","1418","190.87","750.15","17.29","20","102.98"
"2024-12-04 08:30","214","214","26","188","186","2","0","0","0","12.15","660.6","185","1882","167.66","1348.76","19.66","20","144.56"
"2024-12-04 09:00","128","128","25","103","100","2","1","1","1","19.53","724.1","339","1875","303.74","1469.44","20.88","20","179.99"
"2024-12-04 09:30","38","38","22","16","11","5","0","0","1","57.89","666.6","1053","2261","941.82","1599.63","20.47","20","191.17"
"2024-12-04 10:00","21","21","18","3","1","2","1","1","2","85.71","782.4","2235","3044","2029.63","2366.93","18.6","20","239.97"
"2024-12-04 10:30","30","30","14","16","13","3","0","1","2","46.67","553.1","1106","2878","1045.93","2238.3","19.82","20","129.21"
"2024-12-04 11:00","34","34","13","21","17","4","1","2","2","38.24","493.3","870","2778","769.74","1795.45","21.55","20","263.34"
"2024-12-04 11:30","47","47","23","24","14","10","2","8","10","48.94","620.4","792","1942","703.18","1433.76","19.57","20","181.37"
"2024-12-04 12:00","31","31","21","10","6","3","0","2","3","67.74","720.2","1394","2940","1263.9","1753.85","19.71","20","192.03"
"2024-12-04 12:30","32","32","16","16","13","3","3","3","3","50","828.7","1554","3314","1444.21","2887.7","14.82","20","219.26"
"2024-12-04 13:00","37","37","13","24","22","2","0","0","2","35.14","314.4","510","2385","452.35","1285.45","21.2","20","163.41"
"2024-12-04 13:30","27","27","16","11","1","10","3","5","5","59.26","357.4","794","1623","694.16","1148.44","18.56","20","168.65"
"2024-12-04 14:00","22","22","15","7","0","7","0","0","0","68.18","231.2","630","924","470.81","565.41","18.71","13","234.11"
"2024-12-04 14:30","22","22","20","2","0","2","1","1","1","90.91","246.8","673","784","508.22","532.87","16.87","10","181.26"
"2024-12-04 15:00","26","26","18","8","0","8","2","2","2","69.23","226.3","522","821","437.38","554.62","15.73","11","122.44"
"2024-12-04 15:30","20","20","18","2","0","2","0","0","0","90","96.3","289","355","145.57","156.91","19.03","4","159.39"
"2024-12-04 16:00","15","15","15","0","0","0","0","0","0","100","101.6","406","587","236.77","236.77","13.76","5","169.64"
"2024-12-04 16:30","16","16","15","1","0","1","0","0","0","93.75","83.2","312","601","182.8","182.05","18.61","6","137.79"
"2024-12-04 17:00","8","8","8","0","0","0","0","0","0","100","26.1","195","34","11.8","11.8","20.02","1","183.57"
"2024-12-04 17:30","5","5","5","0","0","0","0","0","0","100","31.2","374","63","28.84","28.84","20.03","1","345.42"
"2024-12-04 18:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2024-12-05 08:00","213","213","55","158","155","3","0","0","0","25.82","776.9","219","990","195.27","740.23","18.23","20","91.28"
"2024-12-05 08:30","64","64","30","34","31","3","0","1","2","46.88","771.5","723","1929","662.47","1403.54","18.28","20","129.67"
"2024-12-05 09:00","45","45","21","24","20","4","1","1","2","46.67","465.6","621","1654","577.22","1233.23","11.08","20","93.14"
"2024-12-05 09:30","26","26","23","3","0","3","0","1","1","88.46","315.5","728","1069","542.84","582.72","18.75","14","209.24"
"2024-12-05 10:00","28","28","20","8","0","8","1","3","3","71.43","413.1","885","1528","762.24","987.5","19.47","13","171.8"
"2024-12-05 10:30","24","24","16","8","0","8","2","5","5","66.67","372.1","930","1519","817.83","1190.53","17.87","15","168.34"
"2024-12-05 11:00","13","13","10","3","0","3","1","1","1","76.92","111.9","516","707","431.37","516.35","18.86","12","110.34"
"2024-12-05 11:30","19","19","16","3","0","3","0","0","0","84.21","88.2","278","368","153.48","154.55","18.98","4","148.22"
"2024-12-05 12:00","26","26","21","5","0","5","0","0","0","80.77","232.4","536","1085","405.95","451.38","17.86","9","161.16"
"2024-12-05 12:30","10","10","8","2","0","2","0","0","0","80","139.1","834","1103","653.16","713.93","18.82","9","226.37"
"2024-12-05 13:00","22","22","15","7","0","7","0","2","4","68.18","176.2","481","810","369.17","527.74","22.09","7","163.28"
"2024-12-05 13:30","28","28","26","2","0","2","0","1","1","92.86","269.7","578","866","417.49","442.84","19.89","12","172.57"
"2024-12-05 14:00","31","31","27","4","0","4","0","1","1","87.1","215.8","418","488","276.86","294.04","17.86","12","161.63"
"2024-12-05 14:30","26","26","20","6","0","6","0","0","0","76.92","202.5","467","620","323.32","379.28","18.54","8","186.83"
"2024-12-05 15:00","25","25","23","2","0","2","0","1","1","92","262.2","629","859","449.21","484.82","19.25","11","195.41"
"2024-12-05 15:30","16","16","13","3","0","3","1","3","3","81.25","127.6","479","822","320.12","392.7","21.61","9","195"
"2024-12-05 16:00","14","14","11","3","0","3","0","0","0","78.57","79.3","340","339","153.16","172.1","19.54","4","237.34"
"2024-12-05 16:30","12","12","12","0","0","0","0","0","0","100","63","315","516","135.43","135.43","18.98","3","179.26"
"2024-12-05 17:00","8","8","8","0","0","0","0","0","0","100","34","255","214","45.3","45.3","20.03","1","209.57"
"2024-12-05 17:30","4","4","4","0","0","0","0","0","0","100","11.6","174","7","4.44","4.44","20.02","1","169.61"
"2024-12-05 18:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2024-12-06 08:00","257","257","47","210","208","2","0","0","0","18.29","938.7","219","2099","192.93","1011.79","18.45","20","142.75"
"2024-12-06 08:30","174","174","23","151","149","2","1","1","1","13.22","733.4","253","2199","229.02","1728.05","18.13","20","180.47"
"2024-12-06 09:00","39","39","16","23","20","3","0","0","0","41.03","497.9","766","2121","684.38","1505.55","19.12","20","198.96"
"2024-12-06 09:30","38","38","23","15","11","4","0","1","3","60.53","886.2","1399","2730","1278.09","2102.42","17.91","20","199.89"
"2024-12-06 10:00","20","20","14","6","5","1","0","0","0","70","527","1581","2492","1442.84","2023.22","20.16","20","197.18"
"2024-12-06 10:30","26","26","11","15","9","6","2","2","2","42.31","486.1","1122","2883","1002.94","2288.23","21","20","280.76"
"2024-12-06 11:00","29","29","17","12","7","5","0","1","1","58.62","543.8","1125","2348","983.59","1658.47","21.24","20","241.3"
"2024-12-06 11:30","35","35","18","17","13","4","0","0","0","51.43","763","1308","2556","1186.21","2173.41","19.54","20","236.44"
"2024-12-06 12:00","30","30","13","17","11","6","1","3","4","43.33","570","1140","2795","1025.29","2205.27","21.52","20","262.62"
"2024-12-06 12:30","17","17","8","9","0","9","1","3","3","47.06","249.7","881","2334","796.6","1466.32","18.29","20","179.52"
"2024-12-06 13:00","23","23","14","9","0","9","0","1","6","60.87","497.2","1297","3394","1127.47","1727.22","18.43","16","278.5"
"2024-12-06 13:30","18","18","7","11","0","11","2","4","5","38.89","394.4","1315","3437","1230.11","2510.78","18.99","15","217.16"
"2024-12-06 14:00","27","27","15","12","8","4","1","3","3","55.56","657.9","1462","3038","1381.79","2351.79","21.01","20","144.34"
"2024-12-06 14:30","16","16","9","7","3","4","1","1","1","56.25","218.7","820","1698","694.82","1218.65","20.11","20","222.65"
"2024-12-06 15:00","20","20","9","11","0","11","5","5","5","45","380.1","1140","2252","1001.63","1564.15","20.02","13","307.95"
"2024-12-06 15:30","25","25","11","14","0","14","1","5","5","44","404.2","970","2094","906.06","1692.76","18.7","14","145.32"
"2024-12-06 16:00","22","22","10","12","0","12","1","2","3","45.45","272","742","1557","654.38","1291.46","20.24","14","192.26"
"2024-12-06 16:30","15","15","10","5","0","5","1","2","3","66.67","202.7","811","1034","708.35","942.08","20.02","10","153.86"
"2024-12-06 17:00","13","13","12","1","0","1","0","0","0","92.31","94.9","438","615","294.38","313.01","18.21","6","155.61"
"2024-12-06 17:30","13","13","13","0","0","0","0","0","0","100","95.9","442","608","318.67","318.67","16.85","6","123.8"
"2024-12-06 18:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Total","4972","4972","1938","3034","2598","433","90","158","202","38.98","45375","547.58","4059","481.78","1190.01","18.2","20","168.6"
